date,partially_cleaned_text,sentiment,cleaned_text
6/9/21,"I WISH I COULD GIVE THIS PRODUCT A NEGATIVE NUMBER FOR MY REVIEW.....THIS IS THE WORST THING I HAVE EVER PURCHASED HERE ON AMAZON IN THE LAST 14 YRS OF USING THIS WONDERFUL SITE. PLEASE DON'T BUY THIS PRODUCT, IT LITERALLY TASTE LIKE ""DIRT"". I CAN'T BELIEVE ANYONE WHO HAS TRIED THIS PRODUCT HAS LIKED IT.... NOTICED I HAVEN'T CALLED THIS PRODUCT BY IT'S NAME ""CINNAMON"" REASON? BECAUSE IT'S NOT....IT'S DIRT. SAVE YOUR MONEY AND GO PICK UP MCCORMICKS CINNAMON(WHAT I HAD TO DO). IF THE PEOPLE THAT MAKE THIS DIRT READ THIS REVIEW PLEASE CONTACT ME AND LET ME KNOW HOW I CAN GET A REFUND AND RETURN THIS DIRT TO YOU. YOU GUYS SHOULD BE ASHAMED OF YOURSELVES FOR SELLING THIS ""DIRT"" AND PASSING IT OFF AS CINNAMON.",0,wish could give product negative number review worst thing ever purchased amazon last yrs using wonderful site please buy product literally taste like dirt cannot believe anyone tried product liked noticed called product name cinnamon reason dirt save money go pick mccormicks cinnamon people make dirt read review please contact let know get refund return dirt guys ashamed selling dirt passing cinnamon
5/6/21,"This soda bread mix makes for good food. It's very expensive though... but for the right occasion or a treat, I will buy again.",1,soda bread mix makes good food expensive though right occasion treat buy
9/7/21,"I bought these berries as I needed to add something to my cart for super saver shipping. I was planning to get goji berries from Whole Foods in bulk, the cheapest source by me for organic gojis in town. They run about $18 a pound there. I got them on sale here for $11-12. I liked the ones from Whole Foods, but these are even better! They are fresher, probably since they are put reasonably quickly into the bags and sealed. The other ones taste like some sort of gummy fruit rolll-up type treat (good), but these actually taste like a fruit. You should buy some. The only problem is that I eat them too quickly, they should be called wolf-them-down-berry.",1,bought berries needed add something cart super saver shipping planning get goji berries whole foods bulk cheapest source organic gojis town run pound got sale liked ones whole foods even better fresher probably since put reasonably quickly bags sealed ones taste like sort gummy fruit rolll type treat good actually taste like fruit buy problem eat quickly called wolf berry
19/6/21,"Oil is very pleasant to the palate Fruity with a distint olive taste, which is what I was looking for. Excellent product. Far superior to any Italian EVO I have tried.",1,oil pleasant palate fruity distint olive taste looking excellent product far superior italian evo tried
5/9/21,"Tastes every bit as delicious as regular Heinz ketchup. What was disappointing, however, is that I purchased 12 bottles and the expiration date on each bottle was only 5 months from the date of purchase. This was VERY disappointing as I had expected an expiration date of at least one year or more!",1,tastes every bit delicious regular heinz ketchup disappointing however purchased bottles expiration date bottle months date purchase disappointing expected expiration date least one year
10/10/21,"Chervil, the one spice I didn't realize was so darn hard to get. After searching up and down this infernal state in hopes of finding it somewhere in person I outstretched my arms to the infamous internet. More specifically, Amazon! I typed in the letters and wallah, I found items. I decided to try this, as I have limited experience with Chervil, I'll admit it, and I am happy to report that it was safely in my hands exactly when I wanted it. I opened it up to sample the herb, and from what I could tell it was also exactly as described. I'd recommend this herb for at least a taste of something different and considering the speed at which I got the item, I am extremely happy. So till I experiment again, live long and eat well!",1,chervil one spice realize darn hard get searching infernal state hopes finding somewhere person outstretched arms infamous internet specifically amazon typed letters wallah found items decided try limited experience chervil admit happy report safely hands exactly wanted opened sample herb could tell also exactly described would recommend herb least taste something different considering speed got item extremely happy till experiment live long eat well
29/9/21,"product was great, shipped when it should have, price was right. I would recomend this product to others. We use the raw coconut butter in our oatmeal and toast.",1,product great shipped price right would recomend product others use raw coconut butter oatmeal toast
11/9/21,"Quick and easy to prepare. This is one of the few whole wheat pastas I've found that has a great taste. I use orzo in place of rice in recipes, as well as in soups, etc.",1,quick easy prepare one whole wheat pastas found great taste use orzo place rice recipes well soups etc
5/6/21,Each of the gummies are in indiviually wrapped bags.. like one. they fit perfectly in my favor bags for my wedding would for sure get these again in the future. really adorable.,1,gummies indiviually wrapped bags like one fit perfectly favor bags wedding would sure get future really adorable
9/7/21,"I goit my package a day late, which isn't that bad, buuuuut... eh. At least it got here! I had a BLISS almost immediately after opening the box. At first the fizziness and awesome was amazing, and the taste was grand, but the fizziness left really quickly... ): I did not feel blissfull, but instead i fell asleep for about two hours. The sonic, I just opened and have taken two sips. Amazing flavour, amazing stuff. I'm already feeling a bit of energy :D I LOVELOVELOVE that the top slides off and can act as a cup! Its helping me make sure I drink it slowly, and enjoy it as much as possible! Great product overall! The four-star is only because of the day-late package. I'm sure its because I ordered on a Friday and so there was confusion about weekend timings and such, eh?",1,goit package day late bad buuuuut eh least got bliss almost immediately opening box first fizziness awesome amazing taste grand fizziness left really quickly feel blissfull instead fell asleep two hours sonic opened taken two sips amazing flavour amazing stuff already feeling bit energy lovelovelove top slides act cup helping make sure drink slowly enjoy much possible great product overall four star day late package sure ordered friday confusion weekend timings eh
26/8/21,"Just received my shipment - ""best by"" date is June of 2012 and it's mid-March. Even though it's only me, I'm pretty sure I'll use most of it by the time June rolls around. Tasted just like the Starbucks pods I've purchased locally (before the stores stopped carrying them). Definitely no complaints.",1,received shipment best date june mid march even though pretty sure use time june rolls around tasted like starbucks pods purchased locally stores stopped carrying definitely complaints
26/7/21,"As far as English Tea's go it is at the top of my list. Very beautiful dark red color and incredibly flavourful. I drink about 3 cups of this Tea a day, though sometimes I will mix the day up with a cup of Barry's Gold blend. also a fantastic tea, though i feel Yorkshire gold is better by just a hair.",1,far english tea go top list beautiful dark red color incredibly flavourful drink cups tea day though sometimes mix day cup barry gold blend also fantastic tea though feel yorkshire gold better hair
11/9/21,It really rastes great. No real aftertaste either like some other energy drinks. Color is fun as well and makes for a great mixer. I will order again.,1,really rastes great real aftertaste either like energy drinks color fun well makes great mixer order
11/9/21,"The product description is very accurate. I received my item in a timely manner and the items were well packaged and still frozen. The portions are large and are very easy to prepare in the oven. And, of course, the Chicken Cordon Bleu has a wonderful, savory taste that isn't skimpy on either the ham or cheese. If I could rate 4.5 stars I would, simply due to price. However, don't let price stop you from ordering....these are delicious.",1,product description accurate received item timely manner items well packaged still frozen portions large easy prepare oven course chicken cordon bleu wonderful savory taste skimpy either ham cheese could rate stars would simply due price however let price stop ordering delicious
15/9/21,"I bought this in an effort to reduce my sodium intake and replace ketchup on everything I eat. I've put in on eggs, cauliflower, cabbage and some meat dishes. Tastes great! Very happy with this and will try some other flavors.",1,bought effort reduce sodium intake replace ketchup everything eat put eggs cauliflower cabbage meat dishes tastes great happy try flavors
5/6/21,"This was my first time eating Pad Thai favored anything. These were the very thin noodles if I remember correctly. It's a unique taste compared to most ramen, I mean fried noodles, I have purchased in the last month. Definitely worth a try if you are planning on tasting some different Asian dishes.",1,first time eating pad thai favored anything thin noodles remember correctly unique taste compared ramen mean fried noodles purchased last month definitely worth try planning tasting different asian dishes
9/7/21,"I used to be allergic to peanuts as a child, and I have a strong taste aversion to peanuts and peanut butter, but I love almond butter. After hearing rave reviews for Barney Butter, I decided to try out their version. I don't know how they do it, but somehow Barney Butter tastes EXACTLY like peanut butter! I know that this is a plus for some, but if you like peanut butter, why wouldn't you just buy peanut butter? Why make perfectly good almonds taste like peanuts? If I buy almond butter, I want it to taste like almonds.",0,used allergic peanuts child strong taste aversion peanuts peanut butter love almond butter hearing rave reviews barney butter decided try version know somehow barney butter tastes exactly like peanut butter know plus like peanut butter would buy peanut butter make perfectly good almonds taste like peanuts buy almond butter want taste like almonds
14/9/21,"These granola bars are quite delicious. Out of the three bars that Kashi makes, these are my second favorite (next to the Trail Mix ones). These make a good snack.",1,granola bars quite delicious three bars kashi makes second favorite next trail mix ones make good snack
29/9/21,"Nice for break fast. No bloated tummy,applely flavor.Enjoyed several breakfastes with the pan cakes. Good taste and texture.Yummy for kids too.",1,nice break fast bloated tummy applely flavor enjoyed several breakfastes pan cakes good taste texture yummy kids
10/7/21,"These are by far and away THE best chocolate chip granola bars..They're nice and chewy, without being too dry or wearing out your jaw like other organic granola bars. We are never without these as a special treat for us or our kids! However, they're way cheaper at Walmart .. around $2.75 a box and there are generally coupons that can be printed online which brings the price inline with a sale price on Quaker bars, which don't even come close in taste to the Cascadian Farms bars, not to mention the high frutose corn syrups and hydrogenated oils in Quaker bars .. Even with Subscribe and Save these are $3.44 a box, boo for the price!",1,far away best chocolate chip granola bars nice chewy without dry wearing jaw like organic granola bars never without special treat us kids however way cheaper walmart around box generally coupons printed online brings price inline sale price quaker bars even come close taste cascadian farms bars mention high frutose corn syrups hydrogenated oils quaker bars even subscribe save box boo price
1/3/20,"I dont know if I believe this tea is helpful for losing weight, but it tastes great and its a wonderful alternative to soda...which is the reason I bought it.",1,know believe tea helpful losing weight tastes great wonderful alternative soda reason bought
28/7/20,"I was a bit cautious when I first opened the box. I need gluten free and sugar free products with low carbs. This candy fit the bill. The texture is a bit strange but,Wow the candy is tasty and lasts a long time. I bought the ginger, licorice and raspberry flavor.",1,bit cautious first opened box need gluten free sugar free products low carbs candy fit bill texture bit strange wow candy tasty lasts long time bought ginger licorice raspberry flavor
28/7/20,My favorite coffee! It is very dark and has a wonderful flavor without the bitterness! Reminds me of the coffees served in Germany.,1,favorite coffee dark wonderful flavor without bitterness reminds coffees served germany
10/11/19,This is great tasting coffee. I've been buying Melitta coffee for over twenty years and it's the only brand of coffee I will buy. It's great that I can order it through Amazon.,1,great tasting coffee buying melitta coffee twenty years brand coffee buy great order amazon
1/3/20,"Baby loves this and so do I. It's very tasty and great for breakfast or lunch. One of our favorite banana combos, but the beet comes through and of course the blueberry just adds a little something extra. Highly recommend.",1,baby loves tasty great breakfast lunch one favorite banana combos beet comes course blueberry adds little something extra highly recommend
3/8/19,"These are delicious, it's been hard to find a good stewed tomato,the kind my mom used to can. This is very close. A real fresh tomato taste and seasoned perfectly. Other brands have a tinny taste to them and usually are too sweet.",1,delicious hard find good stewed tomato kind mom used close real fresh tomato taste seasoned perfectly brands tinny taste usually sweet
6/2/21,I can't say enough about this Philadelphia suburb local company(Bala Cynwyd!). I hope one day Skinny Water will be linked with Philly like soft prezels and cheese steaks (of course the best cheese steaks are in the suburbs of Philly). This product got me off soda!!!!,1,cannot say enough philadelphia suburb local company bala cynwyd hope one day skinny water linked philly like soft prezels cheese steaks course best cheese steaks suburbs philly product got soda
24/2/21,"Tried this and the Chicken, neither left a pleasant taste at all. They were bitter and just not good for a soup base.",0,tried chicken neither left pleasant taste bitter good soup base
13/5/21,"I have tried all the commercial brands of Hemp Milk. The second best to Tempt is Hemp Bliss by Manitoba Harvest, which is more ""green"" tasting. Tempt Unsweetened Original is delicious enough to drink straight with no grassy notes. After a few mornings of breakfast with Tempt, I feel like I am almost eating cereal with milk. By itself it is refreshing. What's greatest of all is that there are no pesticides or herbicides, and no GMOs and hemp is grown on sustainable farms. The ingredients are free of gums, preservatives, chemicals and flavor enhancers and this one has no sweeteners. The only real downside is, like almost every commercial producer, they insist on adding traces of cheap vitamins to produce an unbleak ""Nutritional Analysis."" I take exception to the addition of ""Vitamin A Palmitate"" in particular as having no health benefits whatsoever.",1,tried commercial brands hemp milk second best tempt hemp bliss manitoba harvest green tasting tempt unsweetened original delicious enough drink straight grassy notes mornings breakfast tempt feel like almost eating cereal milk refreshing greatest pesticides herbicides gmos hemp grown sustainable farms ingredients free gums preservatives chemicals flavor enhancers one sweeteners real downside like almost every commercial producer insist adding traces cheap vitamins produce unbleak nutritional analysis take exception addition vitamin palmitate particular health benefits whatsoever
1/3/20,"Beats other brands by a mile. Love the taste, kinda earthy, milky smooth & has a straw like aftertaste that does not linger. High in Omega 3 & 6 too. But wonder why Amazon dealers sell over retail is mind blowing, especially on a case you'd expect a big discount. My local health food store has it for two eighty two a box.",1,beats brands mile love taste kind earthy milky smooth straw like aftertaste linger high omega wonder amazon dealers sell retail mind blowing especially case would expect big discount local health food store two eighty two box
28/7/20,"Very tasty item, although I enjoy it more with some veggies, but overall great sauce, and quality product.",1,tasty item although enjoy veggies overall great sauce quality product
13/5/20,"I'm not a ""tea snob"" and this tea taste GREAT!. Came fresh and packaged well and at a MUCH better price then the local tea shop and health food stores!",1,tea snob tea taste great came fresh packaged well much better price local tea shop health food stores
26/3/21,"If you're a fan of sweet or honey mustard, try this out. French's has a good line of various mustard flavors, and this doesn't disappoint. You get the tangy spiciness of mustard with an edge of honey, so for those of you who like a touch of sweetness in your condiments, this shouldn't disappoint you.",1,fan sweet honey mustard try french good line various mustard flavors disappoint get tangy spiciness mustard edge honey like touch sweetness condiments disappoint
29/8/19,"Five pounds of beans is a lot of coffee. The ""Dark Brazilian"" beans seem to sit somewhere between a columbian and french roast. The flavor is very nice and makes a nice cup of dark brew.",1,five pounds beans lot coffee dark brazilian beans seem sit somewhere columbian french roast flavor nice makes nice cup dark brew
7/2/21,"I've been drinking this coffee every morning for about a year now and really like it. The 5-pound bag lasts a while, so it's an excellent value. It smells wonderful when you first open it. I'm so glad to not be spending a fortune on grocery store coffees anymore.",1,drinking coffee every morning year really like pound bag lasts excellent value smells wonderful first open glad spending fortune grocery store coffees anymore
14/10/21,I hate popcorn but I loved this popcorn. It's crunchy and sweet but not over-poweringly so. The seller delivered the product extremely fast and way before planned. I would surely buy this product again and from this seller again.,1,hate popcorn loved popcorn crunchy sweet poweringly seller delivered product extremely fast way planned would surely buy product seller
7/8/20,"My 12 months old son love it, he loves all the favor. It is a MUST item in our diaper beg.",1,months old son love loves favor must item diaper beg
1/3/20,Have to hide these from my daughter. Very good!! Fast shipping and a good price.,1,hide daughter good fast shipping good price
28/7/20,"Of course, they can't really help how these taste, but I didn't much like it. Maybe they're not ripened all the way? I don't know. But I know they're supposed to be good for me!",1,course cannot really help taste much like maybe ripened way know know supposed good
14/9/21,"If you like rice cereal and need gluten free, all the Erewhon brown rice cereals are really tasty!",1,like rice cereal need gluten free erewhon brown rice cereals really tasty
17/12/20,I like good coffee and have tried quite a few different coffee beans. I have been very satisfied with the flavor of Cameron's Organic French Roast whole bean coffee. Plus it is organic which is just a wonderful extra. I certainly intend to keep buying this coffee if the flavor continues to be so good!,1,like good coffee tried quite different coffee beans satisfied flavor cameron organic french roast whole bean coffee plus organic wonderful extra certainly intend keep buying coffee flavor continues good
2/5/20,"We have tried many different whole bean french roast coffees. This is one of the better we have tasted. The fact that it is fair trade, organic and shade grown is a bonus",1,tried many different whole bean french roast coffees one better tasted fact fair trade organic shade grown bonus
14/7/21,"This was quite yummy (I tried it) and also is nice and thick to help older babies learn to eat food with more texture. My son preferred this to apple sauce, which is about half as thick as this.",1,quite yummy tried also nice thick help older babies learn eat food texture son preferred apple sauce half thick
18/7/19,Peanuts were shipped very quickly and I received them 2 days after placing the order. They taste great and are exactly as described.,1,peanuts shipped quickly received days placing order taste great exactly described
1/3/20,I put these in one of those antique looking gum ball machines you can buy for your home. The yummy hot cinnamon flavor has the perfect amount of heat and sweet.,1,put one antique looking gum ball machines buy home yummy hot cinnamon flavor perfect amount heat sweet
28/7/20,"This is my very favorite tea! It has a nice, strong blackberry taste. A must-try for berry lovers like me.",1,favorite tea nice strong blackberry taste must try berry lovers like
13/6/20,Nice flavor-not overly ginger-hot. Quick ship for a lower price than I have seen from others. I will order again,1,nice flavor overly ginger hot quick ship lower price seen others order
10/3/20,i forgot all about these fine treats...i think i will add them to my order...there are so many sugar free treats that dont seem sugar free and this is one of them...shaka sez check 'em out,1,forgot fine treats think add order many sugar free treats seem sugar free one shaka sez check
9/5/20,"This is the best tasting soup I recommend this soup to anyone who has a head cold. After eating a bowl of this soup with mixed vegetables, cut cooked chicken breast my head cold was gone the next day.",1,best tasting soup recommend soup anyone head cold eating bowl soup mixed vegetables cut cooked chicken breast head cold gone next day
14/5/19,I cannot have chocolate but can consume white chocolate. I was looking for something to add to my milk so I could have a change once in awhile. This product is very good tasting but doesn't mix to well in cold milk. I still use it though and enjoy the flavor!,1,cannot chocolate consume white chocolate looking something add milk could change awhile product good tasting mix well cold milk still use though enjoy flavor
19/10/20,"These things are great. They never freeze solid, they're always slushly. And each one is only 60 calories.",1,things great never freeze solid always slushly one calories
1/3/20,"GoPicnic is a wonderful option for my college aged daughter. She never really stops to eat, and when she does finally give into hunger it's usually not good food. She loves the convenience of the packaging and the freshness of GoPicnic. I appreciate the nutrition in each package. The new Salmon and Crackers is one of her favorites.",1,gopicnic wonderful option college aged daughter never really stops eat finally give hunger usually good food loves convenience packaging freshness gopicnic appreciate nutrition package new salmon crackers one favorites
28/7/20,"Without going into any of the actual health benefits, I'm just commenting on how tasty these bars are. Very chocolaty and delicious. I will definitely purchase these again.",1,without going actual health benefits commenting tasty bars chocolaty delicious definitely purchase
7/3/20,I love these!!! Everyone with whom I have shared them agrees. They are so satisfying I eat at least a bag a day. I love the other crunchy cheese products but these are my favorite.,1,love everyone shared agrees satisfying eat least bag day love crunchy cheese products favorite
4/8/20,"I had Tasty Bite Punjab Eggplant that I picked up from Target under 3 bucks; inexpensive and yummy. Very similar to Kashk Bademjan I had at a local restaurant. Great with some pita bread/chips, or raw carrots, etc.",1,tasty bite punjab eggplant picked target bucks inexpensive yummy similar kashk bademjan local restaurant great pita bread chips raw carrots etc
26/12/19,"I keep a few of these in my desk at work for days when I don't feel like going out to lunch. They are super convenient because you can microwave them as is, just tear open slightly to vent and put in the microwave. No bowl required, just a spoon, or in a pinch, tilt your head back and slurp it! The taste is great. I love Indian food, and I love vegetables so this is perfect for me. The only thing to mention is that one of my co workers complained about the smell, but he's that sorta complainy person who doesn't eat Indian food and prefers Burger King. It tastes great, smells great, and is super convenient.",1,keep desk work days feel like going lunch super convenient microwave tear open slightly vent put microwave bowl required spoon pinch tilt head back slurp taste great love indian food love vegetables perfect thing mention one co workers complained smell sorta complainy person eat indian food prefers burger king tastes great smells great super convenient
28/3/21,"I tried this today and it was delicious! It's not the texture you at first expect from eggplant, the flavors bridge that, and are really great. Next time I will put this over rice. : )",1,tried today delicious texture first expect eggplant flavors bridge really great next time put rice
6/2/20,"I don't like plain coffee but even more, I don't need or like all the calories and fat that come with using flavored coffee creamers. Even the sugar-free creamers have a ton of fat, part of which is hydrogenated/partially hydrogenated. Flavor Blends for coffee are a wonderful alternative to fatty creamers. Easy to use and they come in portable small packages you can take with you anywhere. This is not a creamer but more a flavored ""sugar"". One packet gives a yummy, subtle hazelnut flavor but without being too sweet the way some things with Splenda are.",1,like plain coffee even need like calories fat come using flavored coffee creamers even sugar free creamers ton fat part hydrogenated partially hydrogenated flavor blends coffee wonderful alternative fatty creamers easy use come portable small packages take anywhere creamer flavored sugar one packet gives yummy subtle hazelnut flavor without sweet way things splenda
25/4/21,"With no extra salt, it tastes a lot like fresh corn. You can add the salt after if that is to your taste. Everybody's will be different.",1,extra salt tastes lot like fresh corn add salt taste everybody different
3/8/20,"This is fantastic corn, you don't need to add a thing to it, it is perfect right out of the can. Of course a couple of the cans were dented, to be expected with shipping. I am just sure to use those quickly. Great price with subscribe and save.",1,fantastic corn need add thing perfect right course couple cans dented expected shipping sure use quickly great price subscribe save
15/4/19,I love these. They have a lot of flavor and no corn syrup. Great product.,1,love lot flavor corn syrup great product
9/3/18,"I got this item as a little gift to my little sister who loves Japan. She, my brother, mother, and I tried it and it tasted great.",1,got item little gift little sister loves japan brother mother tried tasted great
18/5/18,"For some reason I can never find grape flavor in the stores, so this was a treat. My bro in law says I eat like a 3 year old - so what, when it's this tasty!",1,reason never find grape flavor stores treat bro law says eat like year old tasty
9/3/18,"Roasted to city/city+ and it is excellent. Brewed in a french press, very aromatic while brewing, smooth flavor, some fruity tones. I'll have to try some of the other green coffees from these folks, but will definitely purchase these again.",1,roasted city city excellent brewed french press aromatic brewing smooth flavor fruity tones try green coffees folks definitely purchase
27/2/18,"I love oatmeal cookies and have made them at least hundred times. I love my cookies, but these come in a very close second to my under baked, soft homemade ""vanishing oatmeal"" cookies. There's some ingredients in these cookies that I don't find in my kitchen cabinet, but if you're not against prepackaged food, it shouldn't bother you. I loved the allspice taste, but my guy friend didn't that much. I think he's just partial to my cookies. The individual serving size is nice. I'm more apt to just have one cookie this way rather than opening a whole box and having to eat them before they get stale. I could say that individually wrapping the cookie saves me from just having one more and one more and.......... They are delicious and make me feel like I'm eating something that is somewhat healthy for me. After all, there is oatmeal in the cookie.",1,love oatmeal cookies made least hundred times love cookies come close second baked soft homemade vanishing oatmeal cookies ingredients cookies find kitchen cabinet prepackaged food bother loved allspice taste guy friend much think partial cookies individual serving size nice apt one cookie way rather opening whole box eat get stale could say individually wrapping cookie saves one one delicious make feel like eating something somewhat healthy oatmeal cookie
20/2/18,Love these cookies my Son asks me to heat one for him in the microwave for about 15 sec its soooo good that way gives it the freshly baked feel...I always make sure to keep in stock in my home...they are also individually packed do makes it easy to carry along in my bag,1,love cookies son asks heat one microwave sec soooo good way gives freshly baked feel always make sure keep stock home also individually packed makes easy carry along bag
22/3/18,"When I opened the packaging I was surprise to find one of the best tasting cookie I have had in a while. Not only did it taste great, the texture was perfect and it was fresh.",1,opened packaging surprise find one best tasting cookie taste great texture perfect fresh
12/3/18,"Received these in my Influenster box for Summer, taste great and very soft. Seemed to be a healthy alternative to regular cookies just concerned as to how much they will cost.",1,received influenster box summer taste great soft seemed healthy alternative regular cookies concerned much cost
9/2/18,These cookies are very tasty and soft! I received a complementary cookie in my mom vox box and will definitely be buying more!,1,cookies tasty soft received complementary cookie mom vox box definitely buying
7/12/17,"I got this cookie as a part of my Mom Box from VoxBox. I'm not too keen on oatmeal cookies, but this one was surprisingly good. I guess I'm more used to them being hard so I really liked the soft chewiness of my cookie. Now a chocolate chip one would be fab!",1,got cookie part mom box voxbox keen oatmeal cookies one surprisingly good guess used hard really liked soft chewiness cookie chocolate chip one would fab
24/5/19,"These cookies are Quaker baked, mom and kid approved. They are soft, chewy, and most of all delicious. The texture and taste makes them seem homemade without the hassle of baking.",1,cookies quaker baked mom kid approved soft chewy delicious texture taste makes seem homemade without hassle baking
9/3/18,These cookies taste fantastic! Even my picky children love them and ask for them every time we go to the grocery store!,1,cookies taste fantastic even picky children love ask every time go grocery store
18/5/18,"These are some of the best oatmeal raisin cookies ever - I usually bake my own cookies but to be honest I'm not sure I can do better than these! They are soft, melt in your mouth and bursting with flavor.",1,best oatmeal raisin cookies ever usually bake cookies honest sure better soft melt mouth bursting flavor
23/3/18,These were really good. I got them free to try and loved them. Very filling and tasty. Me and my husband shared it and we couldn't wait to buy more.,1,really good got free try loved filling tasty husband shared could wait buy
8/9/20,These are very good. Nice and soft. Would for sure get again. Since they are packaged individually its nice for travel. A great snack.,1,good nice soft would sure get since packaged individually nice travel great snack
23/2/18,"The Soft Baked Oatmeal Cookies may be the best oatmeal cookies you can eat that are not homemade. They are well baked to the point had they spent another minute or two in the oven they may be burnt (which is exactly how I like my cookies). And even though they are soft, they are firm enough they do not crumble in your hand. And there is enough raisins you will have at least one or more in every bite. On the flip side, the ingredient list is a bit lengthy with a few ingredients that I cannot pronounce (is a red flag for me).",1,soft baked oatmeal cookies may best oatmeal cookies eat homemade well baked point spent another minute two oven may burnt exactly like cookies even though soft firm enough crumble hand enough raisins least one every bite flip side ingredient list bit lengthy ingredients cannot pronounce red flag
18/7/20,"These quaker cookies are so great, they are easy to carry around and they make a great snack when you are on the run.",1,quaker cookies great easy carry around make great snack run
14/6/18,Loved my Quaker cookie it taste really good and is very soft unlike them other hard cookies. I could eat a whole box of these. Yes they taste that good,1,loved quaker cookie taste really good soft unlike hard cookies could eat whole box yes taste good
2/11/18,"These cookies are soft and delicious. Possibly because they rely more on oat flour than just rolled oats, they lack the chewy texture of a traditional oatmeal cookie. Instead they are almost melt-in-your mouth, with nicely soft raisins as well. Perhaps the only truly detrimental characteristic is that they taste more like a raisin and spice cookie than an oatmeal cookie. I enjoy the taste of oatmeal and wouldn't mind if it was brought more to the forefront. I don't usually buy individually wrapped food, so I don't think I'd buy this product again, but I would certainly recommend it to others.",1,cookies soft delicious possibly rely oat flour rolled oats lack chewy texture traditional oatmeal cookie instead almost melt mouth nicely soft raisins well perhaps truly detrimental characteristic taste like raisin spice cookie oatmeal cookie enjoy taste oatmeal would mind brought forefront usually buy individually wrapped food think would buy product would certainly recommend others
14/10/18,The first 12 were great the second 12 was spoiled But amazon contacted the supplier and shipped another batch so far they are ok.,1,first great second spoiled amazon contacted supplier shipped another batch far ok
6/4/20,Jelly Belly's have always been my secret vice. Now that I live out of the country I got this mammoth jar and it will last me more than a year. It came fresh and well sealed and right on time. Love the variety of flavors..yum.,1,jelly belly always secret vice live country got mammoth jar last year came fresh well sealed right time love variety flavors yum
9/3/18,"These were really tasty, some might even say habit forming. The only thing is that they are a little expensive. My family loved them so I'll likely purchase them again.",1,really tasty might even say habit forming thing little expensive family loved likely purchase
18/5/18,"Taste was average and I would not buy it again. Since taste is personal, others may like it better.",0,taste average would buy since taste personal others may like better
7/3/18,This was a gift for my mom for mother's day. She seemed to like it. A lot of them all seemed to taste the same.,1,gift mom mother day seemed like lot seemed taste
24/1/19,"My wife found this coffee in a local grocery store and it is great tasting coffee. However, the local grocery quit carrying it and we were able to find it at Amazon. We started ordering and it has so far been a good experience.",1,wife found coffee local grocery store great tasting coffee however local grocery quit carrying able find amazon started ordering far good experience
27/2/19,"The popcorn salt was an added, tasty treat to homemade popcorn...thanks for the prompt shipment.",1,popcorn salt added tasty treat homemade popcorn thanks prompt shipment
19/4/20,I really like lentils so I gave this a go. Good balance of veggies and lentils. A bit too salty though. Overall a great product. I would definitely buy again.,1,really like lentils gave go good balance veggies lentils bit salty though overall great product would definitely buy
17/4/20,"I eat this cereal almost every morning. It has a great taste and texture. I have been gluten- free for 7 months now and this is my favorite cereal. I know that this is marketed for kids, but as I am 39 yrs old, I can truly say that adults live this cereal too.",1,eat cereal almost every morning great taste texture gluten free months favorite cereal know marketed kids yrs old truly say adults live cereal
3/4/20,"Once we tried this fabulous spice mix for beef fajitas, we were hooked. we use this spice mix everytime we prepare fajitas on both chicken and beef. It is not too spicy so if you like real heat, you might want to add some cayenne pepper. It is just right for us and allows the beefy flavor of the skirt steak to come through. It also does chicken proud. We serve them on fresh flour tortillas.",1,tried fabulous spice mix beef fajitas hooked use spice mix everytime prepare fajitas chicken beef spicy like real heat might want add cayenne pepper right us allows beefy flavor skirt steak come also chicken proud serve fresh flour tortillas
7/8/19,I like the fact that this capuccino is not that sweet. The taste is really good. I give it four stars because I like the Amaretto one even more...,1,like fact capuccino sweet taste really good give four stars like amaretto one even
9/3/18,Great taste and goes with all types of mexican food. Have used for years and all of a sudden this product extremely hard to find at grocery stores and Walmart. So was pleased I could order and shipment was here quickly.,1,great taste goes types mexican food used years sudden product extremely hard find grocery stores walmart pleased could order shipment quickly
18/5/18,"This steak rub is awesome. We have tried many different ones and came across this one in a grocery store. It quickly became our favorite. After that, we couldn't find it in any local stores so having the 6 pack is great.",1,steak rub awesome tried many different ones came across one grocery store quickly became favorite could find local stores pack great
27/1/19,"These are excellent. I was worried they would taste too natural and not really like a cookie, kind of like the difference between Kashi cereal and normal cereal but they taste like any high quality Choc chip cookie and have the added benifit of being a little bit more healthy. Easier to justify than a pack of oreo's... All in all a excellent product that arrived in perfect condition and I have a active once a month subscription for them, for the last 3 months.",1,excellent worried would taste natural really like cookie kind like difference kashi cereal normal cereal taste like high quality choc chip cookie added benifit little bit healthy easier justify pack oreo excellent product arrived perfect condition active month subscription last months
10/11/19,"This is the only store bought cookie I will eat. When it's Kashi, I know its healthy. Love the wholesome goodness of oats with the chocolate chips. This is a staple in my house. Treat yourself.",1,store bought cookie eat kashi know healthy love wholesome goodness oats chocolate chips staple house treat
8/11/19,I had heard that champagne vinegar was good from TV CHEFS and cooking magazines. I realize now just what I was missing. I highly recommend it. You won't be disappointed. A little goes a long way!,1,heard champagne vinegar good tv chefs cooking magazines realize missing highly recommend disappointed little goes long way
